trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
1_土日祝_14時28分_系統301212,14:43:00,14:43:00,1030232-10,18,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:44:00,14:44:00,1030231-10,19,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:45:00,14:45:00,1030230-10,20,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:46:00,14:46:00,1030229-10,21,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:47:00,14:47:00,1030228-10,22,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:48:00,14:48:00,1030227-01,23,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:48:00,14:48:00,1030226-10,24,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:49:00,14:49:00,1030225-10,25,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:50:00,14:50:00,1030224-10,26,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:51:00,14:51:00,1030223-10,27,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:53:00,14:53:00,1030222-10,28,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:53:00,14:53:00,1030221-10,29,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:54:00,14:54:00,1030220-10,30,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_14時28分_系統301212,14:55:00,14:55:00,1030219-01,31,1　佐賀駅バスセンター,0,0,,
1_土日祝_14時28分_系統301212,14:57:00,14:57:00,1030218-03,32,1　佐賀駅バスセンター,0,0,,
1_土日祝_14時28分_系統301212,15:01:00,15:01:00,1001002-02,33,1　佐賀駅バスセンター,1,0,,
1_土日祝_15時28分_系統301212,15:28:00,15:28:00,1030246-00,1,1　佐賀駅バスセンター　※土曜日・祝日等の閉館日は、自動車試験場前発になります（憩いの広場・尼寺 経,0,1,,
1_土日祝_15時28分_系統301212,15:28:00,15:28:00,1030245-10,2,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:28:00,15:28:00,1030244-10,3,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:29:00,15:29:00,1030250-10,4,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:31:00,15:31:00,1030249-10,5,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:31:00,15:31:00,1030248-10,6,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:32:00,15:32:00,1030247-00,7,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:34:00,15:34:00,1030242-10,8,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:34:00,15:34:00,1030241-10,9,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:35:00,15:35:00,1030240-10,10,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:35:00,15:35:00,1030239-10,11,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:37:00,15:37:00,1030238-10,12,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:37:00,15:37:00,1030237-10,13,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:38:00,15:38:00,1030236-10,14,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:39:00,15:39:00,1030235-10,15,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:40:00,15:40:00,1030234-01,16,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:43:00,15:43:00,1030233-10,17,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:43:00,15:43:00,1030232-10,18,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:44:00,15:44:00,1030231-10,19,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:45:00,15:45:00,1030230-10,20,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:46:00,15:46:00,1030229-10,21,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:47:00,15:47:00,1030228-10,22,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:48:00,15:48:00,1030227-01,23,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:48:00,15:48:00,1030226-10,24,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:49:00,15:49:00,1030225-10,25,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:50:00,15:50:00,1030224-10,26,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:51:00,15:51:00,1030223-10,27,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:53:00,15:53:00,1030222-10,28,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:53:00,15:53:00,1030221-10,29,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:54:00,15:54:00,1030220-10,30,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_15時28分_系統301212,15:55:00,15:55:00,1030219-01,31,1　佐賀駅バスセンター,0,0,,
1_土日祝_15時28分_系統301212,15:57:00,15:57:00,1030218-03,32,1　佐賀駅バスセンター,0,0,,
1_土日祝_15時28分_系統301212,16:01:00,16:01:00,1001002-02,33,1　佐賀駅バスセンター,1,0,,
1_土日祝_16時28分_系統301212,16:28:00,16:28:00,1030246-00,1,1　佐賀駅バスセンター　※土曜日・祝日等の閉館日は、自動車試験場前発になります（憩いの広場・尼寺 経,0,1,,
1_土日祝_16時28分_系統301212,16:28:00,16:28:00,1030245-10,2,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:28:00,16:28:00,1030244-10,3,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:29:00,16:29:00,1030250-10,4,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:31:00,16:31:00,1030249-10,5,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:31:00,16:31:00,1030248-10,6,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:32:00,16:32:00,1030247-00,7,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:34:00,16:34:00,1030242-10,8,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:34:00,16:34:00,1030241-10,9,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:35:00,16:35:00,1030240-10,10,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:35:00,16:35:00,1030239-10,11,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:37:00,16:37:00,1030238-10,12,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:37:00,16:37:00,1030237-10,13,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:38:00,16:38:00,1030236-10,14,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:39:00,16:39:00,1030235-10,15,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:40:00,16:40:00,1030234-01,16,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:43:00,16:43:00,1030233-10,17,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:43:00,16:43:00,1030232-10,18,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:44:00,16:44:00,1030231-10,19,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:45:00,16:45:00,1030230-10,20,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:46:00,16:46:00,1030229-10,21,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:47:00,16:47:00,1030228-10,22,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:48:00,16:48:00,1030227-01,23,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:48:00,16:48:00,1030226-10,24,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:49:00,16:49:00,1030225-10,25,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:50:00,16:50:00,1030224-10,26,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:51:00,16:51:00,1030223-10,27,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:53:00,16:53:00,1030222-10,28,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:53:00,16:53:00,1030221-10,29,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:54:00,16:54:00,1030220-10,30,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_16時28分_系統301212,16:55:00,16:55:00,1030219-01,31,1　佐賀駅バスセンター,0,0,,
1_土日祝_16時28分_系統301212,16:57:00,16:57:00,1030218-03,32,1　佐賀駅バスセンター,0,0,,
1_土日祝_16時28分_系統301212,17:01:00,17:01:00,1001002-02,33,1　佐賀駅バスセンター,1,0,,
1_土日祝_17時28分_系統301212,17:28:00,17:28:00,1030246-00,1,1　佐賀駅バスセンター　※土曜日・祝日等の閉館日は、自動車試験場前発になります（憩いの広場・尼寺 経,0,1,,
1_土日祝_17時28分_系統301212,17:28:00,17:28:00,1030245-10,2,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:28:00,17:28:00,1030244-10,3,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:29:00,17:29:00,1030250-10,4,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:31:00,17:31:00,1030249-10,5,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:31:00,17:31:00,1030248-10,6,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:32:00,17:32:00,1030247-00,7,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:34:00,17:34:00,1030242-10,8,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:34:00,17:34:00,1030241-10,9,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:35:00,17:35:00,1030240-10,10,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:35:00,17:35:00,1030239-10,11,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:37:00,17:37:00,1030238-10,12,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:37:00,17:37:00,1030237-10,13,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:38:00,17:38:00,1030236-10,14,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:39:00,17:39:00,1030235-10,15,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:40:00,17:40:00,1030234-01,16,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:43:00,17:43:00,1030233-10,17,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:43:00,17:43:00,1030232-10,18,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:44:00,17:44:00,1030231-10,19,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:45:00,17:45:00,1030230-10,20,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:46:00,17:46:00,1030229-10,21,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:47:00,17:47:00,1030228-10,22,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:48:00,17:48:00,1030227-01,23,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:48:00,17:48:00,1030226-10,24,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:49:00,17:49:00,1030225-10,25,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:50:00,17:50:00,1030224-10,26,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:51:00,17:51:00,1030223-10,27,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:53:00,17:53:00,1030222-10,28,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:53:00,17:53:00,1030221-10,29,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:54:00,17:54:00,1030220-10,30,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_土日祝_17時28分_系統301212,17:55:00,17:55:00,1030219-01,31,1　佐賀駅バスセンター,0,0,,
1_土日祝_17時28分_系統301212,17:57:00,17:57:00,1030218-03,32,1　佐賀駅バスセンター,0,0,,
1_土日祝_17時28分_系統301212,18:01:00,18:01:00,1001002-02,33,1　佐賀駅バスセンター,1,0,,
1_平日_06時27分_系統301222,6:27:00,6:27:00,1030245-10,1,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,1,,
1_平日_06時27分_系統301222,6:27:00,6:27:00,1030244-10,2,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_平日_06時27分_系統301222,6:28:00,6:28:00,1030250-10,3,1　佐賀駅バスセンター（憩いの広場・尼寺 経由）,0,0,,
1_平日_06時27分_系統301222,6:29:00,6:29:00,1030249-10,4,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:29:00,6:29:00,1030248-10,5,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:30:00,6:30:00,1030247-00,6,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:31:00,6:31:00,1030242-10,7,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:31:00,6:31:00,1030241-10,8,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:32:00,6:32:00,1030240-10,9,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:32:00,6:32:00,1030239-10,10,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:34:00,6:34:00,1030238-10,11,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:34:00,6:34:00,1030237-10,12,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:35:00,6:35:00,1030236-10,13,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:36:00,6:36:00,1030235-10,14,1　佐賀駅バスセンター（尼寺・堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:37:00,6:37:00,1030234-01,15,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:39:00,6:39:00,1030233-10,16,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:39:00,6:39:00,1030232-10,17,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:40:00,6:40:00,1030231-10,18,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:41:00,6:41:00,1030230-10,19,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:42:00,6:42:00,1030229-10,20,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:43:00,6:43:00,1030228-10,21,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:44:00,6:44:00,1030227-01,22,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:45:00,6:45:00,1030226-10,23,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:46:00,6:46:00,1030225-10,24,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:46:00,6:46:00,1030224-10,25,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:47:00,6:47:00,1030223-10,26,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:49:00,6:49:00,1030222-10,27,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:49:00,6:49:00,1030221-10,28,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:50:00,6:50:00,1030220-10,29,1　佐賀駅バスセンター（堀江通 経由）,0,0,,
1_平日_06時27分_系統301222,6:51:00,6:51:00,1030219-01,30,1　佐賀駅バスセンター,0,0,,
1_平日_06時27分_系統301222,6:53:00,6:53:00,1030218-03,31,1　佐賀駅バスセンター,0,0,,
1_平日_06時27分_系統301222,6:58:00,6:58:00,1001002-02,32,1　佐賀駅バスセンター,1,0,,
1_平日_08時01分_系統302111,8:01:00,8:01:00,1002008-10,1,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,1,,
1_平日_08時01分_系統302111,8:02:00,8:02:00,1002007-10,2,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:02:00,8:02:00,1002006-10,3,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:03:00,8:03:00,1002005-10,4,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:04:00,8:04:00,1002004-10,5,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:06:00,8:06:00,1002003-20,6,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:09:00,8:09:00,1001002-02,7,30　ＳＡＧＡサンライズパーク・自動車試験場（高木瀬公民館前・尼寺・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:12:00,8:12:00,1030219-02,8,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:13:00,8:13:00,1030220-20,9,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:14:00,8:14:00,1030221-20,10,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:15:00,8:15:00,1030222-20,11,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:17:00,8:17:00,1030223-20,12,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:18:00,8:18:00,1030224-20,13,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:19:00,8:19:00,1030225-20,14,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:20:00,8:20:00,1030226-20,15,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:21:00,8:21:00,1030227-03,16,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:22:00,8:22:00,1030228-20,17,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:24:00,8:24:00,1030229-20,18,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:24:00,8:24:00,1030230-20,19,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:25:00,8:25:00,1030231-20,20,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:26:00,8:26:00,1030232-20,21,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:29:00,8:29:00,1030233-20,22,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:31:00,8:31:00,1030234-02,23,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:32:00,8:32:00,1030235-10,24,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:33:00,8:33:00,1030236-20,25,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:34:00,8:34:00,1030237-20,26,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:36:00,8:36:00,1030238-20,27,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:36:00,8:36:00,1030239-20,28,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:37:00,8:37:00,1030240-20,29,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:38:00,8:38:00,1030241-20,30,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:39:00,8:39:00,1030242-20,31,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_08時01分_系統302111,8:40:00,8:40:00,1030243-20,32,30　運転免許センター,0,0,,
1_平日_08時01分_系統302111,8:41:00,8:41:00,1030244-20,33,30　運転免許センター,0,0,,
1_平日_08時01分_系統302111,8:41:00,8:41:00,1030245-20,34,30　運転免許センター,0,0,,
1_平日_08時01分_系統302111,8:46:00,8:46:00,1030246-00,35,30　運転免許センター,1,0,,
1_平日_09時07分_系統302111,9:07:00,9:07:00,1002008-10,1,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,1,,
1_平日_09時07分_系統302111,9:08:00,9:08:00,1002007-10,2,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:08:00,9:08:00,1002006-10,3,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:09:00,9:09:00,1002005-10,4,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:10:00,9:10:00,1002004-10,5,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:12:00,9:12:00,1002003-20,6,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:15:00,9:15:00,1001002-02,7,30　ＳＡＧＡサンライズパーク・自動車試験場（高木瀬公民館前・尼寺・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:18:00,9:18:00,1030219-02,8,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:19:00,9:19:00,1030220-20,9,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:19:00,9:19:00,1030221-20,10,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:20:00,9:20:00,1030222-20,11,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:22:00,9:22:00,1030223-20,12,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:23:00,9:23:00,1030224-20,13,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:24:00,9:24:00,1030225-20,14,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:25:00,9:25:00,1030226-20,15,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:26:00,9:26:00,1030227-03,16,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:27:00,9:27:00,1030228-20,17,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:29:00,9:29:00,1030229-20,18,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:29:00,9:29:00,1030230-20,19,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:30:00,9:30:00,1030231-20,20,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:31:00,9:31:00,1030232-20,21,30　運転免許センター（尼寺・金立・来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:33:00,9:33:00,1030233-20,22,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:35:00,9:35:00,1030234-02,23,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:36:00,9:36:00,1030235-10,24,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:37:00,9:37:00,1030236-20,25,30　運転免許センター（来迎寺 経由）,0,0,,
1_平日_09時07分_系統302111,9:38:00,9:38:00,1030237-20,26,30　運転免許センター（来迎寺 経由）,0,0,,
